1,2,1,1,-12,-30 3380302.122014 9.496877e-08 2.0106479999999997e-07 1.0 3.6121830000000004 12.0
1,2,1,1,-12,-29 1532640.4860770002 1.258519e-07 2.904655e-07 1.611 4.47053 12.0
1,2,1,1,-12,-28 889023.124774 1.5439589999999998e-07 3.7775640000000003e-07 2.2230000000000003 5.323348 12.0
1,2,1,1,-12,-27 586328.6661810001 1.8136789999999997e-07 4.637538e-07 2.833 6.218761 12.0
1,2,1,1,-12,-26 418254.788266 2.072382e-07 5.490579e-07 3.445 7.192264999999999 12.0
1,2,1,1,-12,-25 314858.139603 2.322123e-07 6.337579e-07 4.055 8.274451 12.0
1,2,1,1,-12,-24 246327.98132 2.5650570000000003e-07 7.18168e-07 4.667 9.504629 12.0
1,2,1,1,-12,-23 198500.550826 2.8019130000000003e-07 8.022327e-07 5.278 10.927733 12.0
1,2,1,1,-12,-22 163670.30940199998 3.034011e-07 8.861816e-07 5.888999999999999 12.610342 12.0
1,2,1,1,-12,-21 137470.45618399998 3.261794e-07 9.699873000000001e-07 6.5 14.641971 12.0
1,2,1,1,-12,-20 117269.905057 3.4855759999999997e-07 1.05361e-06 7.111000000000001 17.1549 12.0
1,2,1,1,-12,-19 101314.09835700001 3.706203e-07 1.137235e-06 7.722 20.364701999999998 12.0
1,2,1,1,-12,-18 88500.388906 3.9235999999999995e-07 1.220729e-06 8.333 24.615509 12.0
1,2,1,1,-12,-17 78026.37495 4.138463e-07 1.304265e-06 8.943999999999999 30.545588000000002 12.0
1,2,1,1,-12,-16 69358.078961 4.3508290000000004e-07 1.3877780000000001e-06 9.556000000000001 39.412364000000004 12.0
1,2,1,1,-12,-15 62100.166669000006 4.5607140000000003e-07 1.4712029999999999e-06 10.167 54.139742000000005 12.0
1,2,1,1,-12,-14 55951.22468200001 4.768668e-07 1.554741e-06 10.777999999999999 83.57316999999999 12.0
1,2,1,1,-12,-13 50701.870904 4.974477e-07 1.6381319999999999e-06 11.389000000000001 171.673601 12.0
1,2,1,1,-11,-30 3281660.2317830003 1.065808e-07 2.2244429999999998e-07 1.0 3.499489 13.0
1,2,1,1,-11,-29 1411135.6306420001 1.4352499999999998e-07 3.285242e-07 1.6669999999999998 4.370165 13.0
1,2,1,1,-11,-28 799277.747666 1.7748049999999999e-07 4.317924e-07 2.333 5.225818 13.0
1,2,1,1,-11,-27 519679.417084 2.0954460000000002e-07 5.336153e-07 3.0 6.121865000000001 13.0
1,2,1,1,-11,-26 367396.261561 2.402245e-07 6.344691e-07 3.667 7.092884 13.0
1,2,1,1,-11,-25 274825.927835 2.6981409999999995e-07 7.345834000000001e-07 4.333 8.170879 13.0
1,2,1,1,-11,-24 214004.83104000002 2.9857329999999996e-07 8.343243000000001e-07 5.0 9.395099 13.0
1,2,1,1,-11,-23 171834.406681 3.266022e-07 9.336482e-07 5.667000000000001 10.810577 13.0
1,2,1,1,-11,-22 141277.088526 3.540531e-07 1.032814e-06 6.332999999999999 12.483353 13.0
1,2,1,1,-11,-21 118407.272982 3.8096130000000005e-07 1.1317149999999999e-06 7.0 14.500608999999999 13.0
1,2,1,1,-11,-20 100799.47561699999 4.0743690000000003e-07 1.230567e-06 7.667000000000001 16.999759 13.0
1,2,1,1,-11,-19 86954.955201 4.3348559999999997e-07 1.3292369999999999e-06 8.333 20.18573 13.0
1,2,1,1,-11,-18 75844.015746 4.591937e-07 1.427921e-06 9.0 24.412243 13.0
1,2,1,1,-11,-17 66789.653706 4.845785e-07 1.526555e-06 9.667 30.303433000000002 13.0
1,2,1,1,-11,-16 59313.722711 5.096325e-07 1.625086e-06 10.333 39.102616999999995 13.0
1,2,1,1,-11,-15 53055.27379 5.344387e-07 1.7236519999999998e-06 11.0 53.745173 13.0
1,2,1,1,-11,-14 47768.965586 5.589708e-07 1.822139e-06 11.667 82.955771 13.0
1,2,1,1,-11,-13 43252.898668 5.832894000000001e-07 1.920711e-06 12.333 170.597616 13.0
1,2,1,1,-10,-30 3190689.696139 1.1868349999999999e-07 2.44457e-07 1.0 3.401189 14.0
1,2,1,1,-10,-29 1303855.79495 1.622682e-07 3.68689e-07 1.722 4.283956 14.0
1,2,1,1,-10,-28 722311.15704 2.021481e-07 4.893854e-07 2.444 5.143198 14.0
1,2,1,1,-10,-27 463814.501906 2.397193e-07 6.082783e-07 3.167 6.03929 14.0
1,2,1,1,-10,-26 325382.69910900004 2.7559140000000004e-07 7.258869e-07 3.889 7.007475 14.0
1,2,1,1,-10,-25 241978.954628 3.1021520000000004e-07 8.427908999999999e-07 4.611000000000001 8.082735000000001 14.0
1,2,1,1,-10,-24 187692.349154 3.437912e-07 9.590411e-07 5.332999999999999 9.300834 14.0
1,2,1,1,-10,-23 150207.50373499998 3.765502e-07 1.074978e-06 6.056 10.710799 14.0
1,2,1,1,-10,-22 123204.546754 4.085694e-07 1.190525e-06 6.778 12.373664 14.0
1,2,1,1,-10,-21 103041.275698 4.399977e-07 1.3059389999999999e-06 7.5 14.381751000000001 14.0
1,2,1,1,-10,-20 87584.71598200001 4.708614e-07 1.421096e-06 8.222000000000001 16.864910000000002 14.0
1,2,1,1,-10,-19 75441.448057 5.012708e-07 1.5362200000000001e-06 8.943999999999999 20.035294 14.0
1,2,1,1,-10,-18 65724.634961 5.312506e-07 1.651251e-06 9.667 24.237503 14.0
1,2,1,1,-10,-17 57826.051981 5.60819e-07 1.7661240000000002e-06 10.389000000000001 30.088765000000002 14.0
1,2,1,1,-10,-16 51303.818249 5.900573000000001e-07 1.881039e-06 11.110999999999999 38.842314 14.0
1,2,1,1,-10,-15 45859.847877 6.189485999999999e-07 1.995835e-06 11.833 53.382757999999995 14.0
1,2,1,1,-10,-14 41259.527673000004 6.47564e-07 2.1107009999999998e-06 12.556 82.436952 14.0
1,2,1,1,-10,-13 37340.628219 6.758799999999999e-07 2.225468e-06 13.277999999999999 169.416465 14.0
1,2,2,1,-12,-30 9929851.500543 5.285007e-08 1.1186539999999998e-07 1.0 3.6121830000000004 12.0
1,2,2,1,-12,-29 4480141.916375 7.798877e-08 1.7997039999999998e-07 1.611 4.47053 12.0
1,2,2,1,-12,-28 2590587.3723979997 1.0306339999999998e-07 2.521327e-07 2.2230000000000003 5.323348 12.0
1,2,2,1,-12,-27 1705164.770785 1.281576e-07 3.276634e-07 2.833 6.218761 12.0
1,2,2,1,-12,-26 1214436.054725 1.533625e-07 4.0628500000000004e-07 3.445 7.192264999999999 12.0
1,2,2,1,-12,-25 913093.876539 1.786505e-07 4.875418e-07 4.055 8.274451 12.0
1,2,2,1,-12,-24 713658.307787 2.040747e-07 5.713471e-07 4.667 9.504629 12.0
1,2,2,1,-12,-23 574615.940764 2.2960149999999998e-07 6.573522e-07 5.278 10.927733 12.0
1,2,2,1,-12,-22 473448.64952200005 2.5526740000000003e-07 7.455601e-07 5.888999999999999 12.610342 12.0
1,2,2,1,-12,-21 397414.87983600004 2.810513e-07 8.357575e-07 6.5 14.641971 12.0
1,2,2,1,-12,-20 338832.516834 3.069265e-07 9.277429000000001e-07 7.111000000000001 17.1549 12.0
1,2,2,1,-12,-19 292586.002627 3.3293869999999996e-07 1.021589e-06 7.722 20.364701999999998 12.0
1,2,2,1,-12,-18 255468.56476500002 3.5903659999999997e-07 1.117034e-06 8.333 24.615509 12.0
1,2,2,1,-12,-17 225142.714444 3.852659e-07 1.214178e-06 8.943999999999999 30.545588000000002 12.0
1,2,2,1,-12,-16 200053.437439 4.115992e-07 1.3128639999999998e-06 9.556000000000001 39.412364000000004 12.0
1,2,2,1,-12,-15 179062.87017799998 4.380092e-07 1.412933e-06 10.167 54.139742000000005 12.0
1,2,2,1,-12,-14 161281.357208 4.6454159999999993e-07 1.514531e-06 10.777999999999999 83.57316999999999 12.0
1,2,2,1,-12,-13 146107.088224 4.911446e-07 1.6173750000000001e-06 11.389000000000001 171.673601 12.0
1,2,2,1,-11,-30 9649747.976583 5.828191e-08 1.216024e-07 1.0 3.499489 13.0
1,2,2,1,-11,-29 4127135.588758 8.801485000000001e-08 2.014261e-07 1.6669999999999998 4.370165 13.0
1,2,2,1,-11,-28 2329800.76895 1.176171e-07 2.861098e-07 2.333 5.225818 13.0
1,2,2,1,-11,-27 1511492.606805 1.472845e-07 3.7502179999999994e-07 3.0 6.121865000000001 13.0
1,2,2,1,-11,-26 1066873.805019 1.770501e-07 4.67569e-07 3.667 7.092884 13.0
1,2,2,1,-11,-25 797090.947159 2.0691410000000001e-07 5.632871e-07 4.333 8.170879 13.0
1,2,2,1,-11,-24 620048.282933 2.369391e-07 6.620449999999999e-07 5.0 9.395099 13.0
1,2,2,1,-11,-23 497447.339765 2.670777e-07 7.634407e-07 5.667000000000001 10.810577 13.0
1,2,2,1,-11,-22 408689.94793200004 2.973821e-07 8.674548e-07 6.332999999999999 12.483353 13.0
1,2,2,1,-11,-21 342316.606937 3.277987e-07 9.737464e-07 7.0 14.500608999999999 13.0
1,2,2,1,-11,-20 291250.596962 3.5837720000000007e-07 1.08236e-06 7.667000000000001 16.999759 13.0
1,2,2,1,-11,-19 251124.07798499998 3.890618e-07 1.192987e-06 8.333 20.18573 13.0
1,2,2,1,-11,-18 218937.413965 4.199018e-07 1.305714e-06 9.0 24.412243 13.0
1,2,2,1,-11,-17 192722.37451300002 4.508671e-07 1.420351e-06 9.667 30.303433000000002 13.0
1,2,2,1,-11,-16 171086.41623499998 4.819359e-07 1.536715e-06 10.333 39.102616999999995 13.0
1,2,2,1,-11,-15 152982.563855 5.131326e-07 1.654929e-06 11.0 53.745173 13.0
1,2,2,1,-11,-14 137696.19595 5.444255e-07 1.774721e-06 11.667 82.955771 13.0
1,2,2,1,-11,-13 124639.736427 5.758566999999999e-07 1.896235e-06 12.333 170.597616 13.0
1,2,2,1,-10,-30 9391527.98281 6.386566000000001e-08 1.314931e-07 1.0 3.401189 14.0
1,2,2,1,-10,-29 3814666.937671 9.858453e-08 2.23944e-07 1.722 4.283956 14.0
1,2,2,1,-10,-28 2105926.712811 1.33119e-07 3.222164e-07 2.444 5.143198 14.0
1,2,2,1,-10,-27 1349215.351671 1.677141e-07 4.255083e-07 3.167 6.03929 14.0
1,2,2,1,-10,-26 944978.789381 2.0239060000000003e-07 5.330196e-07 3.889 7.007475 14.0
1,2,2,1,-10,-25 701875.904307 2.372361e-07 6.444568000000001e-07 4.611000000000001 8.082735000000001 14.0
1,2,2,1,-10,-24 543845.853232 2.722096e-07 7.592923e-07 5.332999999999999 9.300834 14.0
1,2,2,1,-10,-23 434864.335184 3.0737200000000003e-07 8.774251e-07 6.056 10.710799 14.0
1,2,2,1,-10,-22 356425.654477 3.426681e-07 9.984368000000001e-07 6.778 12.373664 14.0
1,2,2,1,-10,-21 297902.28886599996 3.781524e-07 1.122325e-06 7.5 14.381751000000001 14.0
1,2,2,1,-10,-20 253074.03133899998 4.137652e-07 1.248728e-06 8.222000000000001 16.864910000000002 14.0
1,2,2,1,-10,-19 217876.598754 4.495593e-07 1.3777019999999998e-06 8.943999999999999 20.035294 14.0
1,2,2,1,-10,-18 189729.04243 4.855024e-07 1.5090219999999998e-06 9.667 24.237503 14.0
1,2,2,1,-10,-17 166859.200086 5.215613e-07 1.6424690000000001e-06 10.389000000000001 30.088765000000002 14.0
1,2,2,1,-10,-16 147983.911288 5.57789e-07 1.7781559999999998e-06 11.110999999999999 38.842314 14.0
1,2,2,1,-10,-15 132234.771519 5.941238000000001e-07 1.9157759999999997e-06 11.833 53.382757999999995 14.0
1,2,2,1,-10,-14 118932.56842699999 6.306193000000001e-07 2.055466e-06 12.556 82.436952 14.0
1,2,2,1,-10,-13 107604.644949 6.672136e-07 2.196931e-06 13.277999999999999 169.416465 14.0
1,2,3,1,-12,-30 6272426.604530999 6.873403e-08 1.45498e-07 1.0 3.6121830000000004 12.0
1,2,3,1,-12,-29 2830717.38336 9.678666999999999e-08 2.233616e-07 1.611 4.47053 12.0
1,2,3,1,-12,-28 1638330.9410120002 1.237664e-07 3.027937e-07 2.2230000000000003 5.323348 12.0
1,2,3,1,-12,-27 1078204.9432350001 1.500427e-07 3.836329e-07 2.833 6.218761 12.0
1,2,3,1,-12,-26 768062.07824 1.758679e-07 4.659211e-07 3.445 7.192264999999999 12.0
1,2,3,1,-12,-25 577572.746546 2.0131220000000003e-07 5.494018000000001e-07 4.055 8.274451 12.0
1,2,3,1,-12,-24 451478.626832 2.265022e-07 6.341415e-07 4.667 9.504629 12.0
1,2,3,1,-12,-23 363552.184862 2.514439e-07 7.199030999999999e-07 5.278 10.927733 12.0
